Time (s),Angular Velocity X,Angular Velocity Y,Angular Velocity Z
0.0,-0.0010264786272709582,-0.061881278523833995,1.6163211704240739
0.032,-0.002805109129709076,-0.04894242807076593,-0.8443773879507833
0.064,-0.0015810993150519419,-0.03629274465751957,-1.4329265440088632
0.096,-0.009286287870089335,-0.034034820147155816,-1.8829530898846547
0.128,-0.007119722244383059,-0.025596595187620697,-1.2843561704778517
0.16,-0.020230791217197144,-0.01659788315001871,-2.8943563204108855
0.192,-0.017026807572361385,-0.021740673615865902,-2.211273258345009
0.224,-0.01281287531577847,-0.014388713926474653,-1.6531593884561546
0.256,-0.023288711703572405,-0.0245752960958843,-2.6917533586340974
0.28800000000000003,-0.028080698523324503,-0.018539015762722662,-2.6240931065905344
0.32000000000000006,-0.017884169353213977,-0.007521901442385918,-2.120596988685024
0.3520000000000001,-0.0196754772615446,-0.01303706586420192,-2.0120634989920085
0.3840000000000001,-0.028877119749168192,0.021560002031035502,-1.9652406690315092
0.41600000000000015,-0.004205028425187373,-0.006425241100159517,-1.6674751828419263
0.4480000000000002,-0.01643012225683179,0.01840226206102346,-1.3646640681471982
0.4800000000000002,-0.02632892069150341,0.013525248028765454,-1.84906822708088
0.5120000000000002,-0.012838745244387368,-0.024717006347856948,-1.6604507367030255
0.5440000000000003,-0.01619101143710429,0.014452687645167144,-1.635926964894425
0.5760000000000003,-7.17804512643111e-05,-0.006053733021134054,-0.9587021448144506
0.6080000000000003,-0.009854169337070324,0.007493886594614785,-1.2796837297228263
0.6400000000000003,-0.009219880451028936,0.0028260823372304057,-1.0703104654621078
0.6720000000000004,-0.0074730848605556975,0.0014275046291102231,-0.9469210773820383
0.7040000000000004,-0.015448384122419206,0.004006119877659214,-1.4297733425199501
0.7360000000000004,-0.014765872492943956,0.0008320170714328186,-1.8008128171827062
0.7680000000000005,-0.021172969076681612,-0.012851571878510243,-2.345134759552122
0.8000000000000005,-0.022366648147350433,-0.01702426193957394,-2.420170821143699
0.8320000000000005,-0.01425504507722177,-0.006816814523493501,-1.6456425369524783
0.8640000000000005,-0.03644491136815396,0.010656037175835985,-2.947123474106805
0.8960000000000006,-0.010757866253363085,-0.008360937957052497,-1.644045784979817
0.9280000000000006,-0.007304450285591395,-0.004046136555659794,-1.6218397711329848
0.9600000000000006,-0.027769579583791545,0.011495021302346533,-1.8408975151092593
0.9920000000000007,-0.018135337904064887,-0.012545844644713412,-1.717379114270738
1.0240000000000007,-0.03272778565349387,0.013582207143988518,-2.8083822565877004
1.0560000000000007,-0.024169056587313727,-0.014644858798569438,-2.1978990225958857
1.0880000000000007,-0.008617322218316584,0.0017267939051108456,-1.134399912793737
1.1200000000000008,-0.010655076589092427,0.008240281421242186,-1.0653195015260812
1.1520000000000008,-0.018109599683879894,0.00400196498340837,-2.0098361861830303
1.1840000000000008,-0.025399009949623123,-0.002278617960491464,-1.7823396142175976
1.2160000000000009,-0.007132713536541541,0.008134633673852469,-0.9977044911902889
1.2480000000000009,-0.016697003245057518,0.0038389043006157512,-2.3831238842080857
1.280000000000001,-0.015614568084006608,-0.004838506092779301,-1.5144191714055575
1.312000000000001,-0.029792363698915646,-0.00812066785507979,-2.0870221282322277
1.344000000000001,-0.005124619247671351,0.005699704513625149,-1.5068846510957936
1.376000000000001,-0.008759704475914575,0.003953635275321538,-1.2779310764245648
1.408000000000001,-0.01068600246066222,0.009790235958669395,-1.255092036100428
1.440000000000001,-0.008282599904902281,0.0013080609730622959,-0.8782018753695761
1.472000000000001,-0.010921553506798808,-0.0010888238351864272,-1.4271807476907306
1.5040000000000011,-0.013058846328973398,0.00036943076545358823,-0.7540729750440193
1.5360000000000011,-0.013459015548348776,0.0062809142920557575,-1.9540732993599668
1.5680000000000012,-0.010793305821269274,-0.014299674892752169,-0.887220146358429
1.6000000000000012,-0.00741138873064473,0.005658338072327204,-1.0813591117520365
1.6320000000000012,-0.010551340793019462,0.003259211006591292,-1.1212650509897497
1.6640000000000013,-0.0198842839163689,0.004919145827807344,-2.032038338612878
1.6960000000000013,-0.01756171851499383,-0.012462466677663379,-2.0476891510265505
1.7280000000000013,-0.008356852000598844,-0.005536083781930454,-1.7574126636452354
1.7600000000000013,-0.019221282105934615,-0.010241181312973885,-1.5714597351635022
1.7920000000000014,-0.018893803707867557,0.013330451129271796,-2.2633865854097768
1.8240000000000014,-0.024304538804311125,-0.014127772162237725,-2.2366590792577354
1.8560000000000014,-0.029593532179338713,-0.014360870320270062,-2.7437927807183455
1.8880000000000015,-0.024201867598843164,-0.01031006713910963,-2.5237439558738157
1.9200000000000015,-0.00984224368402396,0.001228777813372004,-2.5972359073961986
1.9520000000000015,-0.014345758973779996,-0.0018796655681223434,-1.083947956854281
1.9840000000000015,-0.024950549358040523,0.01866324722823098,-1.105231461982129
2.0160000000000013,-0.030369557501098404,0.015860460225977868,-1.7900754192330794
2.0480000000000014,-0.005281555707005149,-0.0060764602926797985,-2.701259233795914
2.0800000000000014,-0.014355674018760554,-0.007487870611790773,-1.6579544881237873
2.1120000000000014,-0.03373965378596882,0.009271827978278389,-1.7459561805124564
2.1440000000000015,-0.024183448066483773,0.009150720309904365,-1.9628985595839534
2.1760000000000015,-0.014569700616939539,-0.020003760027757323,-2.027629371392044
2.2080000000000015,-0.014546370522065599,0.009410461458293372,-1.9153858009757656
2.2400000000000015,-0.03203608046955371,-0.0015806763783214367,-1.8185553823157161
2.2720000000000016,-0.009311873355948103,-0.006843999284639873,-1.59756879577749
2.3040000000000016,-0.020320285364953037,0.013293155712921865,-1.6372418862472093
2.3360000000000016,0.0020544211679065054,-0.004186591687480099,-1.8357449818550704
2.3680000000000017,-0.016003002281787335,0.012214597396424866,-1.629794242330157
2.4000000000000017,-0.03294112816248708,0.001805820619881727,-1.7252627837325307
2.4320000000000017,-0.014968513542133369,-0.020428523306552274,-1.784387943522198
2.4640000000000017,-0.023968577811559096,0.014679360690665666,-1.9455195545991928
2.4960000000000018,-0.0037898611385346597,-0.005362724169675307,-1.7260466191422417
2.528000000000002,-0.03404353967700434,0.013071171594978684,-2.831454471587788
2.560000000000002,-0.016572539078651263,-0.018418836750524015,-2.3682027064676583
2.592000000000002,-0.018912540236917547,-0.014069376553147621,-2.297986935169817
2.624000000000002,-0.007579767053914237,0.0007500314480387971,-1.6061078563531324
2.656000000000002,-0.022185688789203746,0.010527155675604805,-1.6554268909910341
2.688000000000002,-0.025052265237406102,0.010151327465075447,-2.384622537263556
2.720000000000002,-0.01945381649654156,-0.013000685415861154,-2.006198639049018
2.752000000000002,-0.035421025334114446,0.0011947266038353959,-2.2787860807616664
2.784000000000002,-0.02592746007279937,-0.014088318859143073,-2.3063133805194886
2.816000000000002,-0.024359160768981404,0.020317656587438497,-3.217070138142311
2.848000000000002,-0.016941551359197005,-0.006438859670630675,-2.111736818389063
2.880000000000002,-0.021245604233663666,-0.015138472308332105,-1.7825058453620986
2.912000000000002,-0.010739722619267412,0.014422470806683439,-1.7393065639837002
2.944000000000002,-0.028300481586375967,-0.0035991350493410324,-1.5761324786916122
2.976000000000002,-0.0082500089330814,0.012645411008377398,-1.5021038482784839
3.0080000000000022,-0.008782225431481164,0.012537564309274532,-0.986141130314803
3.0400000000000023,-0.011765776350466951,0.001124623679851193,-1.6153603090929096
3.0720000000000023,-0.011622915580249995,0.011358016192163627,-1.9635049894689562
3.1040000000000023,-0.018291475868810747,-0.017601587916314058,-1.6180642559003746
3.1360000000000023,-0.019806178506568524,-0.0016778037016309706,-1.0660887986095453
3.1680000000000024,-0.0070330584516622155,0.004163165182197411,-1.0952444607726737
3.2000000000000024,-0.009728818926972043,0.006448009655657422,-1.1526336482038155
3.2320000000000024,-0.024747284016719166,0.009805358698610744,-2.15790796401668
3.2640000000000025,-0.0046755620791006595,-0.008942930122185779,-1.5835442815187257
3.2960000000000025,-0.006476868429378745,-0.008641383735483572,-1.3403557068254859
3.3280000000000025,-0.017840039583627208,0.008341815346547802,-1.7163580548137278
3.3600000000000025,-0.01825873987726804,-0.011993371635659125,-1.9988751453334157
3.3920000000000026,-0.013593325217839645,0.002050560362999576,-1.556565301879985
3.4240000000000026,-0.0287873748337976,0.0058334290643748486,-1.8043530788904276
3.4560000000000026,-0.014201793946544295,-0.014000761746183357,-1.8305851827661475
3.4880000000000027,-0.008604709040819655,-0.0020405296782118974,-1.6409555437863812
3.5200000000000027,-0.033616858344795914,0.009644830577984157,-2.9192640144843276
3.5520000000000027,-0.008830723263030067,-0.009087166118304298,-1.0884854372917097
3.5840000000000027,-0.02036069626655782,0.005697889687189219,-1.1003171848826678
3.6160000000000028,-0.005987493805038352,-0.0008283781807686621,-1.542613572682458
3.648000000000003,-0.026642528468899623,-0.002385913779816235,-2.005903662731821
3.680000000000003,-0.018165439473034072,0.005274832989431757,-2.025501100917541
3.712000000000003,-0.018734852940868928,0.006800365604507864,-1.368505926669925
3.744000000000003,-0.00907345633595082,-0.009054513524197777,-2.1448539590949274
3.776000000000003,-0.018469090449967338,-0.009119905626123904,-1.8767400770270017
3.808000000000003,-0.018639474868072325,0.011353447452919944,-1.5922723548857096
3.840000000000003,-0.002353434686378596,-0.0031407227926030646,-1.069984388397016
3.872000000000003,-0.014692872794629995,0.0025634907512310278,-1.4190893276241316
3.904000000000003,-0.017674718757295083,0.008517369179456915,-1.627013115642351
3.936000000000003,-0.011346582502410298,-0.013182771427798631,-1.4572709640538921
3.968000000000003,-0.02033390556413256,0.013300991880991889,-1.4474998041099074
4.000000000000003,-0.003111541814650705,-0.011385865197548101,-1.7504280441149633
4.032000000000003,-0.015478352480359829,-0.0009690307814307082,-0.7768089808868006
4.064000000000003,-0.020753028084562933,0.012211513621630383,-1.716673942876711
4.096000000000003,-0.0016978779063990847,-0.006887947273862202,-1.0891595227746784
4.128000000000003,-0.014628151949800884,0.0026273260489509203,-1.53221826915367
4.160000000000003,-0.02520710836337528,0.008645635301748545,-1.5726944715404754
4.192000000000003,-0.004897279636448806,-0.011514801226767478,-1.7193259762284485
4.224000000000003,-0.029402114269334808,0.002428268018712061,-1.8111627319350878
4.256000000000003,-0.015110947986630822,-0.015172361810441614,-1.4879280549091578
4.288000000000003,-0.02076082651805239,0.013190347956711593,-1.9741296251601828
4.320000000000003,-0.004167555793487335,-0.00404573981015896,-1.436908947502321
